sku_id,on_hand_units,on_order_units,lead_time_days,lead_time_demand,forward_demand,projected_stock_at_lead_time,stockout_risk,overstock_risk,quadrant,recommended_action,sales_at_risk_value,capital_locked_value,value_at_stake,sku_name_x,category_x,sku_name_y,category_y
SKU02445,184.0,0.0,14.0,8.36,49.05,175.64,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9507.18,9507.18,NatureBlend Butter & Ghee 2L,Dairy & Bakery,NatureBlend Butter & Ghee 2L,Dairy & Bakery
SKU04751,145.0,0.0,14.0,11.04,64.22,133.96,0.0,0.839,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9502.68,9502.68,ValueChoice Oral Care Family Pack,Personal Care,ValueChoice Oral Care Family Pack,Personal Care
SKU03547,210.0,0.0,14.0,8.22,52.45,201.78,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9495.43,9495.43,EliteHome Eggs Family Pack,Dairy & Bakery,EliteHome Eggs Family Pack,Dairy & Bakery
SKU02081,92.0,0.0,14.0,11.2,63.93,80.8,0.0,0.293,Healthy,No restock needed; inventory position is healthy.,0.0,9440.07,9440.07,DailyBest First Aid Family Pack,Health & Wellness,DailyBest First Aid Family Pack,Health & Wellness
SKU01726,151.0,0.0,14.0,8.26,52.19,142.74,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9429.86,9429.86,SoftTouch Juices Small,Beverages,SoftTouch Juices Small,Beverages
SKU04979,76.0,0.0,14.0,6.87,45.72,69.13,0.0,0.441,Healthy,No restock needed; inventory position is healthy.,0.0,9427.99,9427.99,DailyBest Mobile Accessories 2kg,Electronics & Accessories,DailyBest Mobile Accessories 2kg,Electronics & Accessories
SKU01298,127.0,0.0,14.0,8.79,44.18,118.21,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9415.79,9415.79,FamilyChoice Office Supplies Large,Stationery & Office,FamilyChoice Office Supplies Large,Stationery & Office
SKU02704,155.0,0.0,14.0,9.44,54.22,145.56,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9409.09,9409.09,GreenValley Tea Small,Beverages,GreenValley Tea Small,Beverages
SKU02687,204.0,0.0,14.0,11.69,71.15,192.31,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9407.33,9407.33,GreenValley Writing Instruments 500g,Stationery & Office,GreenValley Writing Instruments 500g,Stationery & Office
SKU00603,240.0,0.0,14.0,13.76,78.39,226.24,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9405.87,9405.87,FreshFarm Soft Drinks 100g,Beverages,FreshFarm Soft Drinks 100g,Beverages
SKU02948,108.0,0.0,14.0,11.82,66.12,96.18,0.0,0.422,Healthy,No restock needed; inventory position is healthy.,0.0,9401.35,9401.35,SparkleClean Butter & Ghee Family Pack,Dairy & Bakery,SparkleClean Butter & Ghee Family Pack,Dairy & Bakery
SKU01807,86.0,0.0,14.0,7.13,45.09,78.87,0.0,0.605,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9393.06,9393.06,PremiumSelect Frozen Vegetables 100g,Frozen Foods,PremiumSelect Frozen Vegetables 100g,Frozen Foods
SKU00232,260.0,0.0,14.0,29.27,135.15,230.73,0.0,0.616,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9382.63,9382.63,NutriPlus Office Supplies 100g,Stationery & Office,NutriPlus Office Supplies 100g,Stationery & Office
SKU01254,180.0,0.0,14.0,13.18,73.19,166.82,0.0,0.973,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9366.6,9366.6,DailyBest Yogurt Family Pack,Dairy & Bakery,DailyBest Yogurt Family Pack,Dairy & Bakery
SKU03856,207.0,0.0,14.0,13.63,73.89,193.37,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9357.49,9357.49,EliteHome Writing Instruments Pack of 6,Stationery & Office,EliteHome Writing Instruments Pack of 6,Stationery & Office
SKU02353,239.0,0.0,14.0,54.13,218.38,184.87,0.0,0.063,Healthy,No restock needed; inventory position is healthy.,0.0,9355.93,9355.93,HomeStyle Kids Wear 500ml,Apparel & Footwear,HomeStyle Kids Wear 500ml,Apparel & Footwear
SKU02072,236.0,0.0,14.0,10.81,63.58,225.19,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9353.59,9353.59,DailyBest Tea 500g,Beverages,DailyBest Tea 500g,Beverages
SKU04249,130.0,0.0,14.0,7.74,45.98,122.26,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9335.91,9335.91,HealthFirst Sugar & Salt 2kg,Grocery,HealthFirst Sugar & Salt 2kg,Grocery
SKU04381,208.0,0.0,14.0,256.6,1057.74,-48.6,0.189,0.0,Healthy,No restock needed; inventory position is healthy.,9334.34,0.0,9334.34,UrbanBite Spices & Seasoning 100g,Grocery,UrbanBite Spices & Seasoning 100g,Grocery
SKU01942,208.0,0.0,14.0,8.1,51.94,199.9,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9329.28,9329.28,SoftTouch Butter & Ghee 1L,Dairy & Bakery,SoftTouch Butter & Ghee 1L,Dairy & Bakery
SKU01659,393.0,0.0,14.0,7.45,46.16,385.55,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9316.08,9316.08,BasicNeeds Soft Drinks Pack of 12,Beverages,BasicNeeds Soft Drinks Pack of 12,Beverages
SKU01048,70.0,0.0,14.0,166.36,564.68,-96.36,0.579,0.0,Reorder now,Raise a replenishment order before stock runs out.,9267.85,0.0,9267.85,EliteHome Notebooks 500ml,Stationery & Office,EliteHome Notebooks 500ml,Stationery & Office
SKU01678,114.0,0.0,14.0,6.99,45.3,107.01,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9261.8,9261.8,FreshFarm Notebooks 2kg,Stationery & Office,FreshFarm Notebooks 2kg,Stationery & Office
SKU02787,53.0,0.0,14.0,7.37,45.66,45.63,0.0,0.107,Healthy,No restock needed; inventory position is healthy.,0.0,9252.8,9252.8,NutriPlus Men's Wear Pack of 12,Apparel & Footwear,NutriPlus Men's Wear Pack of 12,Apparel & Footwear
SKU04457,315.0,0.0,14.0,7.53,47.62,307.47,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9240.56,9240.56,SmartBuy Biscuits & Cookies 100g,Snacks & Confectionery,SmartBuy Biscuits & Cookies 100g,Snacks & Confectionery
SKU02188,67.0,0.0,14.0,10.92,62.59,56.08,0.0,0.047,Healthy,No restock needed; inventory position is healthy.,0.0,9229.73,9229.73,CleanWave Women's Wear 2L,Apparel & Footwear,CleanWave Women's Wear 2L,Apparel & Footwear
SKU00142,179.0,0.0,14.0,11.37,64.78,167.63,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9219.55,9219.55,PremiumSelect Yogurt 1kg,Dairy & Bakery,PremiumSelect Yogurt 1kg,Dairy & Bakery
SKU02290,125.0,0.0,14.0,7.31,45.64,117.69,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9207.97,9207.97,EverydayPlus Cooking Oil 100g,Grocery,EverydayPlus Cooking Oil 100g,Grocery
SKU03398,61.0,0.0,14.0,8.03,51.56,52.97,0.0,0.122,Healthy,No restock needed; inventory position is healthy.,0.0,9196.03,9196.03,CityFresh Home Decor Pack of 6,Home & Kitchen,CityFresh Home Decor Pack of 6,Home & Kitchen
SKU01066,311.0,0.0,14.0,11.29,62.22,299.71,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9192.5,9192.5,EliteHome Tea Medium,Beverages,EliteHome Tea Medium,Beverages
SKU02140,94.0,0.0,14.0,7.01,45.77,86.99,0.0,0.702,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9189.6,9189.6,NutriPlus Skin Care 2kg,Personal Care,NutriPlus Skin Care 2kg,Personal Care
SKU02103,152.0,0.0,14.0,7.15,45.12,144.85,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9146.76,9146.76,MetroBrand Namkeen Medium,Snacks & Confectionery,MetroBrand Namkeen Medium,Snacks & Confectionery
SKU02879,142.0,0.0,14.0,6.93,45.05,135.07,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9123.13,9123.13,CrispKing Chocolates 1kg,Snacks & Confectionery,CrispKing Chocolates 1kg,Snacks & Confectionery
SKU04681,136.0,0.0,14.0,10.59,66.29,125.41,0.0,0.701,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9113.36,9113.36,SoftTouch Skin Care 500ml,Personal Care,SoftTouch Skin Care 500ml,Personal Care
SKU02696,132.0,0.0,14.0,10.08,56.91,121.92,0.0,0.88,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9100.6,9100.6,PureLife Dishwashing 100g,Home Care,PureLife Dishwashing 100g,Home Care
SKU04322,130.0,0.0,14.0,15.81,100.96,114.19,0.0,0.192,Healthy,No restock needed; inventory position is healthy.,0.0,9092.18,9092.18,HealthFirst Home Decor 2L,Home & Kitchen,HealthFirst Home Decor 2L,Home & Kitchen
SKU01997,243.0,0.0,14.0,12.87,74.36,230.13,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9072.63,9072.63,NovaFresh Candy 1L,Snacks & Confectionery,NovaFresh Candy 1L,Snacks & Confectionery
SKU04081,178.0,0.0,14.0,8.54,50.36,169.46,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9059.73,9059.73,EliteHome Flour & Atta 500g,Grocery,EliteHome Flour & Atta 500g,Grocery
SKU02773,186.0,0.0,14.0,7.94,50.27,178.06,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9057.37,9057.37,UrbanBite Tea Family Pack,Beverages,UrbanBite Tea Family Pack,Beverages
SKU01341,390.0,0.0,14.0,20.15,102.9,369.85,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9052.25,9052.25,MetroBrand Yogurt 250ml,Dairy & Bakery,MetroBrand Yogurt 250ml,Dairy & Bakery
SKU00583,128.0,0.0,14.0,11.33,62.62,116.67,0.0,0.696,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,9049.52,9049.52,GoldenHarvest Office Supplies 2kg,Stationery & Office,GoldenHarvest Office Supplies 2kg,Stationery & Office
SKU01562,81.0,0.0,14.0,9.0,56.31,72.0,0.0,0.292,Healthy,No restock needed; inventory position is healthy.,0.0,9049.33,9049.33,BasicNeeds Dishwashing Small,Home Care,BasicNeeds Dishwashing Small,Home Care
SKU04379,114.0,0.0,14.0,12.42,70.79,101.58,0.0,0.407,Healthy,No restock needed; inventory position is healthy.,0.0,9046.54,9046.54,TrueTaste Laundry Family Pack,Home Care,TrueTaste Laundry Family Pack,Home Care
SKU02717,165.0,0.0,14.0,17.65,105.16,147.35,0.0,0.379,Healthy,No restock needed; inventory position is healthy.,0.0,9003.06,9003.06,EliteHome Eggs 1L,Dairy & Bakery,EliteHome Eggs 1L,Dairy & Bakery
SKU01464,52.0,0.0,14.0,7.27,46.34,44.73,0.0,0.081,Healthy,No restock needed; inventory position is healthy.,0.0,8958.05,8958.05,SparkleClean Mobile Accessories Pack of 12,Electronics & Accessories,SparkleClean Mobile Accessories Pack of 12,Electronics & Accessories
SKU00434,114.0,0.0,14.0,8.9,52.99,105.1,0.0,0.767,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8900.76,8900.76,EverydayPlus Rice & Grains 1L,Grocery,EverydayPlus Rice & Grains 1L,Grocery
SKU01883,305.0,0.0,14.0,9.23,54.64,295.77,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8895.23,8895.23,CityFresh Energy Drinks Pack of 6,Beverages,CityFresh Energy Drinks Pack of 6,Beverages
SKU04403,233.0,0.0,14.0,18.77,103.3,214.23,0.0,0.837,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8859.71,8859.71,DailyBest Bottled Water 500ml,Beverages,DailyBest Bottled Water 500ml,Beverages
SKU02574,82.0,0.0,14.0,6.99,45.13,75.01,0.0,0.545,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8857.25,8857.25,QuickBite Skin Care 250ml,Personal Care,QuickBite Skin Care 250ml,Personal Care
SKU00458,140.0,0.0,14.0,24.52,109.93,115.48,0.0,0.182,Healthy,No restock needed; inventory position is healthy.,0.0,8849.74,8849.74,CleanWave Ice Cream 1L,Frozen Foods,CleanWave Ice Cream 1L,Frozen Foods
SKU01804,233.0,0.0,14.0,32.4,173.58,200.6,0.0,0.228,Healthy,No restock needed; inventory position is healthy.,0.0,8828.52,8828.52,TrueTaste Pest Control Small,Home Care,TrueTaste Pest Control Small,Home Care
SKU01282,446.0,0.0,14.0,12.61,68.95,433.39,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8819.22,8819.22,HomeStyle Namkeen 100g,Snacks & Confectionery,HomeStyle Namkeen 100g,Snacks & Confectionery
SKU04785,82.0,0.0,14.0,7.72,47.7,74.28,0.0,0.479,Healthy,No restock needed; inventory position is healthy.,0.0,8816.56,8816.56,NovaFresh Skin Care Pack of 6,Personal Care,NovaFresh Skin Care Pack of 6,Personal Care
SKU02658,159.0,0.0,14.0,7.47,46.04,151.53,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8806.49,8806.49,MetroBrand Bread 250ml,Dairy & Bakery,MetroBrand Bread 250ml,Dairy & Bakery
SKU03163,83.0,0.0,14.0,6.79,45.79,76.21,0.0,0.542,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8778.28,8778.28,GreenValley Writing Instruments Small,Stationery & Office,GreenValley Writing Instruments Small,Stationery & Office
SKU00179,237.0,0.0,14.0,9.49,58.39,227.51,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8774.91,8774.91,NutriPlus Juices 1L,Beverages,NutriPlus Juices 1L,Beverages
SKU03969,299.0,0.0,14.0,25.69,162.39,273.31,0.0,0.561,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8774.7,8774.7,ZestyCo Biscuits & Cookies 1L,Snacks & Confectionery,ZestyCo Biscuits & Cookies 1L,Snacks & Confectionery
SKU03236,130.0,0.0,14.0,9.34,55.64,120.66,0.0,0.891,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8756.14,8756.14,FamilyChoice Chocolates 1L,Snacks & Confectionery,FamilyChoice Chocolates 1L,Snacks & Confectionery
SKU03637,188.0,0.0,14.0,7.86,49.48,180.14,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8718.68,8718.68,TrueTaste Biscuits & Cookies 250g,Snacks & Confectionery,TrueTaste Biscuits & Cookies 250g,Snacks & Confectionery
SKU01550,394.0,0.0,14.0,7.25,46.55,386.75,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8696.78,8696.78,HealthFirst Writing Instruments 100g,Stationery & Office,HealthFirst Writing Instruments 100g,Stationery & Office
SKU03878,159.0,0.0,14.0,10.65,61.24,148.35,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8686.84,8686.84,SparkleClean Laundry Medium,Home Care,SparkleClean Laundry Medium,Home Care
SKU01425,347.0,0.0,14.0,7.15,45.5,339.85,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8680.16,8680.16,CityFresh Soft Drinks 250ml,Beverages,CityFresh Soft Drinks 250ml,Beverages
SKU02235,114.0,0.0,14.0,8.01,49.44,105.99,0.0,0.871,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8671.61,8671.61,FamilyChoice Namkeen 500g,Snacks & Confectionery,FamilyChoice Namkeen 500g,Snacks & Confectionery
SKU01944,455.0,0.0,14.0,11.49,45.06,443.51,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8662.08,8662.08,SoftTouch Chocolates Small,Snacks & Confectionery,SoftTouch Chocolates Small,Snacks & Confectionery
SKU04466,116.0,0.0,14.0,12.0,65.87,104.0,0.0,0.507,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8642.07,8642.07,HealthFirst Surface Cleaners 100g,Home Care,HealthFirst Surface Cleaners 100g,Home Care
SKU01119,126.0,0.0,14.0,6.81,46.08,119.19,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8637.28,8637.28,PremiumSelect Notebooks Medium,Stationery & Office,PremiumSelect Notebooks Medium,Stationery & Office
SKU02697,90.0,0.0,14.0,7.87,47.28,82.13,0.0,0.602,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8598.07,8598.07,PrimeCare Cookware 250g,Home & Kitchen,PrimeCare Cookware 250g,Home & Kitchen
SKU01698,83.0,0.0,14.0,7.18,47.53,75.82,0.0,0.498,Healthy,No restock needed; inventory position is healthy.,0.0,8589.71,8589.71,ZestyCo Frozen Meat Family Pack,Frozen Foods,ZestyCo Frozen Meat Family Pack,Frozen Foods
SKU00801,189.0,0.0,14.0,11.33,60.69,177.67,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8585.22,8585.22,PurePlus Bottled Water Pack of 12,Beverages,PurePlus Bottled Water Pack of 12,Beverages
SKU00711,213.0,0.0,14.0,19.81,94.67,193.19,0.0,0.833,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8584.83,8584.83,NovaFresh Writing Instruments Small,Stationery & Office,NovaFresh Writing Instruments Small,Stationery & Office
SKU01169,129.0,0.0,14.0,9.75,55.37,119.25,0.0,0.887,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8541.24,8541.24,HealthFirst Surface Cleaners 1kg,Home Care,HealthFirst Surface Cleaners 1kg,Home Care
SKU01367,77.0,0.0,14.0,10.66,59.01,66.34,0.0,0.203,Healthy,No restock needed; inventory position is healthy.,0.0,8512.56,8512.56,PrimeCare Dishwashing Pack of 6,Home Care,PrimeCare Dishwashing Pack of 6,Home Care
SKU03902,163.0,0.0,14.0,26.2,120.14,136.8,0.0,0.238,Healthy,No restock needed; inventory position is healthy.,0.0,8503.58,8503.58,MetroBrand Oral Care 2L,Personal Care,MetroBrand Oral Care 2L,Personal Care
SKU02242,163.0,0.0,14.0,8.96,55.82,154.04,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8479.37,8479.37,PrimeCare Chocolates 1L,Snacks & Confectionery,PrimeCare Chocolates 1L,Snacks & Confectionery
SKU01778,201.0,0.0,14.0,23.17,103.12,177.83,0.0,0.633,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8449.83,8449.83,ZestyCo Juices Medium,Beverages,ZestyCo Juices Medium,Beverages
SKU01666,242.0,0.0,14.0,17.61,92.96,224.39,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8437.26,8437.26,NutriPlus Juices Pack of 12,Beverages,NutriPlus Juices Pack of 12,Beverages
SKU01809,1.0,0.0,14.0,8.85,50.92,-7.85,0.887,0.0,Reorder now,Raise a replenishment order before stock runs out.,8417.95,0.0,8417.95,NovaFresh Vitamins & Supplements Medium,Health & Wellness,NovaFresh Vitamins & Supplements Medium,Health & Wellness
SKU00559,143.0,0.0,14.0,8.32,52.73,134.68,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8374.57,8374.57,HealthFirst Surface Cleaners 100g,Home Care,HealthFirst Surface Cleaners 100g,Home Care
SKU04245,99.0,0.0,14.0,137.23,486.26,-38.23,0.279,0.0,Healthy,No restock needed; inventory position is healthy.,8324.78,0.0,8324.78,PrimeCare Frozen Vegetables 1kg,Frozen Foods,PrimeCare Frozen Vegetables 1kg,Frozen Foods
SKU02146,13.0,0.0,14.0,16.55,94.29,-3.55,0.215,0.0,Healthy,No restock needed; inventory position is healthy.,8289.5,0.0,8289.5,ZestyCo Women's Wear 1kg,Apparel & Footwear,ZestyCo Women's Wear 1kg,Apparel & Footwear
SKU02465,197.0,0.0,14.0,15.21,80.88,181.79,0.0,0.957,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8272.51,8272.51,EverydayPlus Coffee 100g,Beverages,EverydayPlus Coffee 100g,Beverages
SKU02934,170.0,0.0,14.0,8.36,49.47,161.64,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8270.95,8270.95,GoldenHarvest Namkeen 500g,Snacks & Confectionery,GoldenHarvest Namkeen 500g,Snacks & Confectionery
SKU01797,194.0,0.0,14.0,7.84,47.56,186.16,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8260.62,8260.62,SunriseFoods Bottled Water Small,Beverages,SunriseFoods Bottled Water Small,Beverages
SKU01202,100.0,0.0,14.0,12.4,67.03,87.6,0.0,0.328,Healthy,No restock needed; inventory position is healthy.,0.0,8253.72,8253.72,SmartBuy Skin Care Large,Personal Care,SmartBuy Skin Care Large,Personal Care
SKU02600,212.0,0.0,14.0,7.98,48.96,204.02,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8246.77,8246.77,FreshFarm Office Supplies 100g,Stationery & Office,FreshFarm Office Supplies 100g,Stationery & Office
SKU00533,164.0,0.0,14.0,8.25,51.09,155.75,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8245.78,8245.78,PureLife Writing Instruments 500ml,Stationery & Office,PureLife Writing Instruments 500ml,Stationery & Office
SKU03815,150.0,0.0,14.0,14.73,79.5,135.27,0.0,0.591,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8223.15,8223.15,EliteHome Candy Family Pack,Snacks & Confectionery,EliteHome Candy Family Pack,Snacks & Confectionery
SKU02122,132.0,0.0,14.0,9.73,46.18,122.27,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8206.25,8206.25,GoldenHarvest Milk 1L,Dairy & Bakery,GoldenHarvest Milk 1L,Dairy & Bakery
SKU00897,180.0,0.0,14.0,8.03,49.84,171.97,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8188.25,8188.25,EverydayPlus Chips & Crisps 250g,Snacks & Confectionery,EverydayPlus Chips & Crisps 250g,Snacks & Confectionery
SKU04703,137.0,0.0,14.0,8.45,50.05,128.55,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8187.67,8187.67,PureLife Energy Drinks Pack of 12,Beverages,PureLife Energy Drinks Pack of 12,Beverages
SKU03595,134.0,0.0,14.0,7.47,48.88,126.53,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8186.8,8186.8,ZestyCo Chocolates 250g,Snacks & Confectionery,ZestyCo Chocolates 250g,Snacks & Confectionery
SKU01145,449.0,0.0,14.0,8.88,55.06,440.12,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8150.63,8150.63,BasicNeeds Notebooks Family Pack,Stationery & Office,BasicNeeds Notebooks Family Pack,Stationery & Office
SKU01338,144.0,0.0,14.0,17.73,109.84,126.27,0.0,0.207,Healthy,No restock needed; inventory position is healthy.,0.0,8128.84,8128.84,FamilyChoice Pulses & Lentils 250ml,Grocery,FamilyChoice Pulses & Lentils 250ml,Grocery
SKU03091,194.0,0.0,14.0,9.65,57.68,184.35,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8107.22,8107.22,EliteHome Namkeen Pack of 6,Snacks & Confectionery,EliteHome Namkeen Pack of 6,Snacks & Confectionery
SKU03321,201.0,0.0,14.0,7.37,53.82,193.63,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8084.63,8084.63,NutriPlus Chocolates 1kg,Snacks & Confectionery,NutriPlus Chocolates 1kg,Snacks & Confectionery
SKU04208,73.0,0.0,14.0,7.77,47.1,65.23,0.0,0.367,Healthy,No restock needed; inventory position is healthy.,0.0,8081.76,8081.76,SmartBuy Milk 500ml,Dairy & Bakery,SmartBuy Milk 500ml,Dairy & Bakery
SKU02071,365.0,0.0,14.0,84.64,308.26,280.36,0.0,0.123,Healthy,No restock needed; inventory position is healthy.,0.0,8045.86,8045.86,NutriPlus Writing Instruments 1kg,Stationery & Office,NutriPlus Writing Instruments 1kg,Stationery & Office
SKU00628,42.0,0.0,14.0,101.14,386.3,-59.14,0.585,0.0,Reorder now,Raise a replenishment order before stock runs out.,8031.82,0.0,8031.82,EverydayPlus Soft Drinks Pack of 12,Beverages,EverydayPlus Soft Drinks Pack of 12,Beverages
SKU03799,4.0,0.0,14.0,33.45,141.53,-29.45,0.88,0.0,Reorder now,Raise a replenishment order before stock runs out.,8011.69,0.0,8011.69,FreshFarm Office Supplies Large,Stationery & Office,FreshFarm Office Supplies Large,Stationery & Office
SKU02433,191.0,0.0,14.0,14.93,76.36,176.07,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,8011.27,8011.27,SmartBuy Eggs 1kg,Dairy & Bakery,SmartBuy Eggs 1kg,Dairy & Bakery
SKU01184,8.0,0.0,14.0,16.98,79.94,-8.98,0.529,0.0,Reorder now,Raise a replenishment order before stock runs out.,8009.17,0.0,8009.17,GoldenHarvest Men's Wear Pack of 12,Apparel & Footwear,GoldenHarvest Men's Wear Pack of 12,Apparel & Footwear
SKU04704,275.0,0.0,14.0,8.51,51.32,266.49,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,7996.43,7996.43,CityFresh Pulses & Lentils Pack of 6,Grocery,CityFresh Pulses & Lentils Pack of 6,Grocery
SKU01118,70.0,0.0,14.0,7.07,45.26,62.93,0.0,0.365,Healthy,No restock needed; inventory position is healthy.,0.0,7990.88,7990.88,DailyBest Skin Care Medium,Personal Care,DailyBest Skin Care Medium,Personal Care
SKU03825,186.0,0.0,14.0,8.98,53.53,177.02,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,7982.51,7982.51,BasicNeeds Juices 250g,Beverages,BasicNeeds Juices 250g,Beverages
SKU00884,124.0,0.0,14.0,11.7,61.56,112.3,0.0,0.676,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,7970.49,7970.49,HomeStyle Yogurt Small,Dairy & Bakery,HomeStyle Yogurt Small,Dairy & Bakery
SKU02426,139.0,0.0,14.0,11.91,67.85,127.09,0.0,0.699,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,7930.58,7930.58,CityFresh Milk Pack of 6,Dairy & Bakery,CityFresh Milk Pack of 6,Dairy & Bakery
SKU00131,261.0,0.0,14.0,30.19,156.38,230.81,0.0,0.446,Healthy,No restock needed; inventory position is healthy.,0.0,7930.41,7930.41,SparkleClean Eggs 250g,Dairy & Bakery,SparkleClean Eggs 250g,Dairy & Bakery
SKU00885,138.0,0.0,14.0,14.01,81.05,123.99,0.0,0.468,Healthy,No restock needed; inventory position is healthy.,0.0,7921.32,7921.32,SunriseFoods Pulses & Lentils 500g,Grocery,SunriseFoods Pulses & Lentils 500g,Grocery
SKU03871,413.0,0.0,14.0,7.27,46.6,405.73,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,7899.54,7899.54,ValueChoice Coffee 500g,Beverages,ValueChoice Coffee 500g,Beverages
SKU02361,204.0,0.0,14.0,10.13,55.27,193.87,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,7857.43,7857.43,EliteHome Biscuits & Cookies Large,Snacks & Confectionery,EliteHome Biscuits & Cookies Large,Snacks & Confectionery
